block_idx,correct_rejection,design_id,design_name,false_alarm,hit,is_correct,is_target,isi_duration,letter,miss,mode,n_level,n_level_label,n_trials_in_block,participant,responded,rest_duration,rt,run_type,session,stim_duration,stim_onset,task_time,trial_idx,trigger_time,wall_timestamp,zero_back_target
4,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,D,1,pc,2,2-back,25,zfeqzef,0,12.0,-1,base,01,0.5,674.2296,678.2301,10,2026-03-18_12:40:26.103193,12:51:44.333074,
4,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,K,0,pc,2,2-back,25,zfeqzef,0,12.0,-1,base,01,0.5,679.2295,683.2301,11,2026-03-18_12:40:26.103193,12:51:49.333156,
4,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,H,0,pc,2,2-back,25,zfeqzef,0,12.0,-1,base,01,0.5,684.2298,689.2301,12,2026-03-18_12:40:26.103193,12:51:55.333144,
4,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,G,0,pc,2,2-back,25,zfeqzef,0,12.0,-1,base,01,0.5,690.2296,695.2298,13,2026-03-18_12:40:26.103193,12:52:01.332869,
4,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,C,0,pc,2,2-back,25,zfeqzef,0,12.0,-1,base,01,0.5,696.2294,700.2298,14,2026-03-18_12:40:26.103193,12:52:06.332805,
4,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,G,1,pc,2,2-back,25,zfeqzef,0,12.0,-1,base,01,0.5,701.2293,706.2291,15,2026-03-18_12:40:26.103193,12:52:12.332165,
4,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,C,1,pc,2,2-back,25,zfeqzef,0,12.0,-1,base,01,0.5,707.2296,711.2302,16,2026-03-18_12:40:26.103193,12:52:17.333231,
4,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,D,0,pc,2,2-back,25,zfeqzef,0,12.0,-1,base,01,0.5,712.2297,717.23,17,2026-03-18_12:40:26.103193,12:52:23.333023,
4,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,C,1,pc,2,2-back,25,zfeqzef,0,12.0,-1,base,01,0.5,718.2296,722.23,18,2026-03-18_12:40:26.103193,12:52:28.333046,
4,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,D,1,pc,2,2-back,25,zfeqzef,0,12.0,-1,base,01,0.5,723.2296,728.23,19,2026-03-18_12:40:26.103193,12:52:34.333061,
4,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,L,0,pc,2,2-back,25,zfeqzef,0,12.0,-1,base,01,0.5,729.2296,733.23,20,2026-03-18_12:40:26.103193,12:52:39.333043,
4,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,D,1,pc,2,2-back,25,zfeqzef,0,12.0,-1,base,01,0.5,734.2296,739.23,21,2026-03-18_12:40:26.103193,12:52:45.333006,
4,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,K,0,pc,2,2-back,25,zfeqzef,0,12.0,-1,base,01,0.5,740.2295,745.2296,22,2026-03-18_12:40:26.103193,12:52:51.332638,
4,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,D,1,pc,2,2-back,25,zfeqzef,0,12.0,-1,base,01,0.5,746.2301,750.2299,23,2026-03-18_12:40:26.103193,12:52:56.332878,
4,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,K,1,pc,2,2-back,25,zfeqzef,0,12.0,-1,base,01,0.5,751.2294,755.2299,24,2026-03-18_12:40:26.103193,12:53:01.332960,
5,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,D,0,pc,0,0-back,25,zfeqzef,0,12.0,-1,base,01,0.5,778.2295,783.2297,0,2026-03-18_12:40:26.103193,12:53:29.332744,M
5,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,V,0,pc,0,0-back,25,zfeqzef,0,12.0,-1,base,01,0.5,784.2293,788.2298,1,2026-03-18_12:40:26.103193,12:53:34.332800,M
5,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,S,0,pc,0,0-back,25,zfeqzef,0,12.0,-1,base,01,0.5,789.2292,793.23,2,2026-03-18_12:40:26.103193,12:53:39.333053,M
5,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,R,0,pc,0,0-back,25,zfeqzef,0,12.0,-1,base,01,0.5,794.2293,798.23,3,2026-03-18_12:40:26.103193,12:53:44.332973,M
5,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,K,0,pc,0,0-back,25,zfeqzef,0,12.0,-1,base,01,0.5,799.2294,803.23,4,2026-03-18_12:40:26.103193,12:53:49.332983,M
5,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,H,0,pc,0,0-back,25,zfeqzef,0,12.0,-1,base,01,0.5,804.2296,808.2299,5,2026-03-18_12:40:26.103193,12:53:54.332888,M
5,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,B,0,pc,0,0-back,25,zfeqzef,0,12.0,-1,base,01,0.5,809.2292,813.2298,6,2026-03-18_12:40:26.103193,12:53:59.332792,M
5,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,H,0,pc,0,0-back,25,zfeqzef,0,12.0,-1,base,01,0.5,814.2293,818.2301,7,2026-03-18_12:40:26.103193,12:54:04.333168,M
5,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,L,0,pc,0,0-back,25,zfeqzef,0,12.0,-1,base,01,0.5,819.2298,824.2294,8,2026-03-18_12:40:26.103193,12:54:10.332440,M
5,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,M,1,pc,0,0-back,25,zfeqzef,0,12.0,-1,base,01,0.5,825.2298,830.2299,9,2026-03-18_12:40:26.103193,12:54:16.332921,M
5,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,M,1,pc,0,0-back,25,zfeqzef,0,12.0,-1,base,01,0.5,831.2298,835.23,10,2026-03-18_12:40:26.103193,12:54:21.333023,M
5,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,M,1,pc,0,0-back,25,zfeqzef,0,12.0,-1,base,01,0.5,836.2298,841.23,11,2026-03-18_12:40:26.103193,12:54:27.333013,M
5,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,M,1,pc,0,0-back,25,zfeqzef,0,12.0,-1,base,01,0.5,842.2298,846.2301,12,2026-03-18_12:40:26.103193,12:54:32.333117,M
5,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,M,1,pc,0,0-back,25,zfeqzef,0,12.0,-1,base,01,0.5,847.2299,852.2298,13,2026-03-18_12:40:26.103193,12:54:38.332787,M
5,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,N,0,pc,0,0-back,25,zfeqzef,0,12.0,-1,base,01,0.5,853.2293,857.2294,14,2026-03-18_12:40:26.103193,12:54:43.332459,M
5,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,D,0,pc,0,0-back,25,zfeqzef,0,12.0,-1,base,01,0.5,858.2298,863.2296,15,2026-03-18_12:40:26.103193,12:54:49.332585,M
5,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,N,0,pc,0,0-back,25,zfeqzef,0,12.0,-1,base,01,0.5,864.2301,868.2295,16,2026-03-18_12:40:26.103193,12:54:54.332475,M
5,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,C,0,pc,0,0-back,25,zfeqzef,0,12.0,-1,base,01,0.5,869.23,873.2291,17,2026-03-18_12:40:26.103193,12:54:59.332106,M
5,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,M,1,pc,0,0-back,25,zfeqzef,0,12.0,-1,base,01,0.5,874.2295,878.2298,18,2026-03-18_12:40:26.103193,12:55:04.332865,M
5,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,M,1,pc,0,0-back,25,zfeqzef,0,12.0,-1,base,01,0.5,879.2298,884.2297,19,2026-03-18_12:40:26.103193,12:55:10.332687,M
5,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,B,0,pc,0,0-back,25,zfeqzef,0,12.0,-1,base,01,0.5,885.2292,889.2296,20,2026-03-18_12:40:26.103193,12:55:15.332580,M
5,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,J,0,pc,0,0-back,25,zfeqzef,0,12.0,-1,base,01,0.5,890.2302,894.2299,21,2026-03-18_12:40:26.103193,12:55:20.332887,M
5,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,K,0,pc,0,0-back,25,zfeqzef,0,12.0,-1,base,01,0.5,895.2295,899.23,22,2026-03-18_12:40:26.103193,12:55:25.333007,M
5,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,G,0,pc,0,0-back,25,zfeqzef,0,12.0,-1,base,01,0.5,900.2294,905.2301,23,2026-03-18_12:40:26.103193,12:55:31.333102,M
5,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,M,1,pc,0,0-back,25,zfeqzef,0,12.0,-1,base,01,0.5,906.2296,910.2302,24,2026-03-18_12:40:26.103193,12:55:36.333180,M
