block_idx,correct_rejection,design_id,design_name,false_alarm,hit,is_correct,is_target,isi_duration,letter,miss,mode,n_level,n_level_label,n_trials_in_block,participant,responded,rest_duration,rt,run_type,session,stim_duration,stim_onset,task_time,trial_idx,trigger_time,wall_timestamp,zero_back_target
2,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,G,1,pc,2,2-back,25,vds,0,12.0,-1,base,01,0.5,217.3314,219.8647,14,2026-03-17_17:11:39.067225,17:15:18.931764,
2,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,P,0,pc,2,2-back,25,vds,0,12.0,-1,base,01,0.5,219.8815,222.3989,15,2026-03-17_17:11:39.067225,17:15:21.465980,
2,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,N,0,pc,2,2-back,25,vds,0,12.0,-1,base,01,0.5,222.4167,224.9497,16,2026-03-17_17:11:39.067225,17:15:24.016799,
2,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,K,0,pc,2,2-back,25,vds,0,12.0,-1,base,01,0.5,224.9686,227.5001,17,2026-03-17_17:11:39.067225,17:15:26.567119,
2,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,N,1,pc,2,2-back,25,vds,0,12.0,-1,base,01,0.5,227.5183,230.0504,18,2026-03-17_17:11:39.067225,17:15:29.117494,
2,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,S,0,pc,2,2-back,25,vds,0,12.0,-1,base,01,0.5,230.0701,232.6171,19,2026-03-17_17:11:39.067225,17:15:31.684120,
2,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,N,1,pc,2,2-back,25,vds,0,12.0,-1,base,01,0.5,232.6337,235.1508,20,2026-03-17_17:11:39.067225,17:15:34.217863,
2,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,K,0,pc,2,2-back,25,vds,0,12.0,-1,base,01,0.5,235.1699,237.7174,21,2026-03-17_17:11:39.067225,17:15:36.784484,
2,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,N,1,pc,2,2-back,25,vds,0,12.0,-1,base,01,0.5,237.7362,240.2842,22,2026-03-17_17:11:39.067225,17:15:39.351294,
2,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,K,1,pc,2,2-back,25,vds,0,12.0,-1,base,01,0.5,240.3063,242.8347,23,2026-03-17_17:11:39.067225,17:15:41.901718,
